titles,authors,urls
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Crime Risk and Depression Differentially Relate to Aspects of Sleep in Patients with Major Depression or Social Anxiety,"Klumpp, Heide; Cope Feurer; Chang, Fini; Kapella, Mary C.",https://www.proquest.com/docview/2918557212/abstract/9E5C8D1B7994F37PQ/24?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Crime Risk and Depression Differentially Relate to Aspects of Sleep in Patients with Major Depression or Social Anxiety,"Klumpp, Heide; Cope Feurer; Chang, Fini; Kapella, Mary C.",https://www.proquest.com/docview/2918557212/abstract/9E5C8D1B7994F37PQ/24?accountid=14553
Impact of trauma exposure and depression comorbidity on response to transdiagnostic behavioral therapy for pediatric anxiety and depression,"Angulo, Felix; Goger, Pauline; Brent, David A; Rozenman, Michelle; Gonzalez, Araceli; et al.",https://www.proquest.com/docview/2932480246/abstract/9E5C8D1B7994F37PQ/25?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Crime Risk and Depression Differentially Relate to Aspects of Sleep in Patients with Major Depression or Social Anxiety,"Klumpp, Heide; Cope Feurer; Chang, Fini; Kapella, Mary C.",https://www.proquest.com/docview/2918557212/abstract/9E5C8D1B7994F37PQ/24?accountid=14553
Impact of trauma exposure and depression comorbidity on response to transdiagnostic behavioral therapy for pediatric anxiety and depression,"Angulo, Felix; Goger, Pauline; Brent, David A; Rozenman, Michelle; Gonzalez, Araceli; et al.",https://www.proquest.com/docview/2932480246/abstract/9E5C8D1B7994F37PQ/25?accountid=14553
Familism as a Moderating Variable in the Relationship Between Exposure to Potentially Traumatic Events and Depression Symptoms in Latino Adolescents,"Favila-De La Trinidad, Iliana.",https://www.proquest.com/docview/3064951289/abstract/9E5C8D1B7994F37PQ/26?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
